Date,Time,"Input Source","Output Destination","Job Information","Page Information",Pages,Sheets,"Job Status","Job Hierarchy","Job Number"
19/03/2024,8:59:50,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,5a0d4ca4-e594-11ee-8000-080037af719a
19/03/2024,8:59:43,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,558d4ca1-e594-11ee-8000-080037af719a
19/03/2024,8:59:35,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,510d4c9e-e594-11ee-8000-080037af719a
19/03/2024,8:59:25,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,498d4c9b-e594-11ee-8000-080037af719a
19/03/2024,8:59:18,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,458d4c98-e594-11ee-8000-080037af719a
19/03/2024,8:59:10,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,410d4c95-e594-11ee-8000-080037af719a
19/03/2024,8:59:02,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,3d0d4c92-e594-11ee-8000-080037af719a
19/03/2024,8:33:10,"LPD:SPM-PCN-079:ratna:Shipping Cambridge Exam Schedule 2024 - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,a00d4c8f-e590-11ee-8000-080037af719a
19/03/2024,8:28:30,"LPD:SPM-PCN-138:julia:Blank portfolio_Grade 4 Garuda_2022.docx - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    17","    17",Completed,,ed0d4c8c-e58f-11ee-8000-080037af719a
19/03/2024,8:27:26,"LPD:SPM-PCN-138:sharing:Blank portfolio_Grade 4 Garuda_2022.docx - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,d70d4c89-e58f-11ee-8000-080037af719a
19/03/2024,8:07:50,"LPD:SPM-PCN-138:sharing:Blank portfolio_Grade 2 Rangkong_2022.docx - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,1a8d4c86-e58d-11ee-8000-080037af719a
19/03/2024,8:07:01,"LPD:SPM-PCN-138:sharing:Blank portfolio_Grade 2 Rangkong_2022.docx - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,fd8d4c83-e58c-11ee-8000-080037af719a
19/03/2024,8:06:15,"LPD:SPM-PCN-138:julia:Blank portfolio_Grade 2 Rangkong_2022.docx - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    17","    17",Completed,,d00d4c80-e58c-11ee-8000-080037af719a
19/03/2024,8:05:53,"LPD:DESKTOP-O4618MT:Zaid:ASMAUL HUSNA 2.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    11","    11",Completed,,c88d4c7d-e58c-11ee-8000-080037af719a
19/03/2024,8:05:03,"LPD:SPM-PCN-138:sharing:Blank portfolio_Grade 2 Rangkong_2022.docx - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,b70d4c7a-e58c-11ee-8000-080037af719a
19/03/2024,8:04:25,"LPD:SPM-PCN-138:sharing:Blank portfolio_Grade 2 Rangkong_2022.docx - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,a08d4c77-e58c-11ee-8000-080037af719a
19/03/2024,7:53:05,"LPD:DESKTOP-O4618MT:Zaid:Mencari hadits.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    30","    30",Completed,,ef0d4c74-e58a-11ee-8000-080037af719a
19/03/2024,7:36:18,"LPD:COE-00193:Johana:Cation and Anion Test 19 March 2024.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    29","    14",Completed,,320d4c71-e588-11ee-8000-080037af719a
19/03/2024,7:32:34,"LPD:COE-00193:Johana:Cation and Anion Test 19 March 2024.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    14","     7",Completed,,1b8d4c6e-e588-11ee-8000-080037af719a
19/03/2024,7:22:30,"LPD:SPM-PCN-015:utami:Stock Opname Maret 2024 - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,c18d4c6b-e586-11ee-8000-080037af719a
19/03/2024,7:15:16,"LPD:SPM-PCN-079:ratna:Matematika pengolahan data kelas 5 _ Quizizz","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     6","     6",Completed,,b90d4c68-e585-11ee-8000-080037af719a
19/03/2024,7:13:25,"LPD:DESKTOP-Q1UEA5M:utami:print oke.xlsx","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,7c8d4c65-e585-11ee-8000-080037af719a
19/03/2024,7:12:03,LPD:SPM-PCN-079:ratna:APznzaZSGLKBklwy5Je5A-fxh3LD5y-LgJwkK0u..._cPrPoSsBoxRc2F5gvA_Oa,"Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     4","     2",Completed,,430d4c62-e585-11ee-8000-080037af719a
19/03/2024,6:38:30,"LPD:ARIF:Arif:Leadership Portfolio Retno Aninditha Grade 10","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    15","    15",Completed,,6a0d4c5f-e580-11ee-8000-080037af719a
18/03/2024,15:58:18,"LPD:DESKTOP-D0612KD:deborah:GR3-CS Quiz 2 Sem 2 19 Mar 24 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    56","    32",Completed,,710d4c5c-e505-11ee-8000-080037af719a
18/03/2024,15:55:53,"LPD:DESKTOP-D0612KD:deborah:GR3-CS Quiz 2 Sem 2 19 Mar 24 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     7","     4",Completed,,478d4c59-e505-11ee-8000-080037af719a
18/03/2024,14:54:53,"LPD:ARIF:Arif:Leadership Portfolio Retno Aninditha Grade 10","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    14","    14",Deleted,,8b0d4c56-e4fc-11ee-8000-080037af719a
18/03/2024,13:53:17,"LPD:TIMOTHY:natasya:Microsoft Word - English Tim","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White
Color:A4:Plain:White","     9

     3","    12",Completed,,258d4c53-e4f4-11ee-8000-080037af719a
18/03/2024,13:49:54,"LPD:SPM-PCN-138:SULI:Music G9 semester 2 Test - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    32","    16",Completed,,960d4c50-e4f3-11ee-8000-080037af719a
18/03/2024,13:47:07,"LPD:SPM-PCN-138:sharing:Music G9 semester 2 Test - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-758):Auditron - Function Disabled",,560d4c4d-e4f3-11ee-8000-080037af719a
18/03/2024,13:38:50,"LPD:SPM-PCN-138:sharing:2023 - 2024 _ Academic & Personal WIG Scoreboard",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-757):Auditron - Invalid User",,298d4c4a-e4f2-11ee-8000-080037af719a
18/03/2024,12:28:55,"LPD:DESKTOP-E6TPOVN:rangga ario:Form Req Absen & Email- 8 Nama Guru.xlsx - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,640d4c47-e4e8-11ee-8000-080037af719a
18/03/2024,12:14:30,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,5f0d4c46-e4e6-11ee-8000-080037af719a
18/03/2024,12:14:12,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,578d4c45-e4e6-11ee-8000-080037af719a
18/03/2024,12:13:51,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,498d4c44-e4e6-11ee-8000-080037af719a
18/03/2024,12:13:35,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,410d4c43-e4e6-11ee-8000-080037af719a
18/03/2024,12:13:14,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,338d4c42-e4e6-11ee-8000-080037af719a
18/03/2024,12:12:58,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,2b8d4c41-e4e6-11ee-8000-080037af719a
18/03/2024,12:12:38,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,1e0d4c40-e4e6-11ee-8000-080037af719a
18/03/2024,12:12:21,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,140d4c3d-e4e6-11ee-8000-080037af719a
18/03/2024,12:11:59,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,078d4c3c-e4e6-11ee-8000-080037af719a
18/03/2024,12:11:43,Scanner,"Center Tray","1 Sided","Black & White:A4:Plain:White","     1","     1",Completed,,fb8d4c39-e4e5-11ee-8000-080037af719a
18/03/2024,12:03:51,"LPD:SPM-PCN-138:SULI:Cambridge Lower Secondary Mathematics 0862 Curriculum Framework ","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     6","     3",Completed,,de0d4c36-e4e4-11ee-8000-080037af719a
18/03/2024,11:59:32,"LPD:SPM-PCN-138:SULI:Microsoft Word - 3141_02_6RP","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    14","     7",Completed,,3b0d4c33-e4e4-11ee-8000-080037af719a
18/03/2024,11:58:41,"LPD:SPM-PCN-138:SULI:Microsoft Word - 3141_01_6RP","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    14","     7",Completed,,1c8d4c30-e4e4-11ee-8000-080037af719a
18/03/2024,11:43:11,"LPD:SPM-PCN-079:ratna:Papan OSN-K - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     3","     3",Completed,,f58d4c2d-e4e1-11ee-8000-080037af719a
18/03/2024,10:22:38,"LPD:TIMOTHY:natasya:Microsoft Word - HOMEWORK - Multiplication chart","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,c08d4c2a-e4d6-11ee-8000-080037af719a
18/03/2024,10:22:22,"LPD:TIMOTHY:natasya:Microsoft Word - who or what","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     3","     3",Completed,,b50d4c27-e4d6-11ee-8000-080037af719a
18/03/2024,10:20:13,Scanner,SMB:\\10.30.3.24\publicscan\img-318101854.pdf,PDF:JPEG,Color,"     5",,Completed,,3f8d4c24-e4d6-11ee-8000-080037af719a
18/03/2024,10:14:13,Scanner,SMB:\\10.30.3.24\publicscan\img-318101407.pdf,PDF:JPEG,Color,"     1",,Completed,,948d4c21-e4d5-11ee-8000-080037af719a
18/03/2024,10:13:52,Scanner,SMB:\\10.30.3.24\publicscan\img-318101347.pdf,PDF:JPEG,Color,"     1",,Completed,,888d4c1e-e4d5-11ee-8000-080037af719a
18/03/2024,10:13:33,Scanner,SMB:\\10.30.3.24\publicscan\img-318101327.pdf,PDF:JPEG,Color,"     1",,Completed,,7c8d4c1b-e4d5-11ee-8000-080037af719a
18/03/2024,10:13:13,Scanner,SMB:\\10.30.3.24\publicscan\img-318101307.pdf,PDF:JPEG,Color,"     1",,Completed,,708d4c18-e4d5-11ee-8000-080037af719a
18/03/2024,9:43:34,"LPD:SPM-PCN-138:SULI:Quiz Constructions, Lines and Angles - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","   147","    84",Completed,,9f0d4c15-e4d0-11ee-8000-080037af719a
18/03/2024,9:38:30,"LPD:SPM-PCN-138:SULI:Quiz Constructions, Lines and Angles - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     7","     4",Completed,,8f8d4c12-e4d0-11ee-8000-080037af719a
18/03/2024,9:36:04,"LPD:SPM-PCN-138:sharing:Quiz Constructions, Lines and Angles - Google Docs",,"1 Pages Up:TIFF / JPEG Auto Select",,,"     0","Completed with error(016-757):Auditron - Invalid User",,438d4c0f-e4d0-11ee-8000-080037af719a
18/03/2024,9:11:08,"LPD:SPM-PCN-079:KATRINE:Big Bird Feb TMII Gr 5 March .xlsx - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,c38d4c0c-e4cc-11ee-8000-080037af719a
18/03/2024,9:06:24,"LPD:DESKTOP-J5UMN0O:santika:2 Science Stage 8 Sample Paper 1 Mark Scheme_tcm143-595704 (2).p","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     9","     5",Completed,,130d4c09-e4cc-11ee-8000-080037af719a
18/03/2024,9:05:05,"LPD:DESKTOP-J5UMN0O:santika:3146_01_MS_6RP_AFP_tcm143-700734 (1).pdf","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     9","     5",Completed,,e40d4c06-e4cb-11ee-8000-080037af719a
18/03/2024,9:03:09,"LPD:DESKTOP-J5UMN0O:santika:Nov 23 paper 51 MS.pdf","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     4","     2",Completed,,a38d4c03-e4cb-11ee-8000-080037af719a
18/03/2024,9:01:22,LPD:DESKTOP-J5UMN0O:santika:10_0893_02_MS_7RP_AFP_tcm143-701177.pdf,"Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    14","     7",Completed,,590d4c00-e4cb-11ee-8000-080037af719a
18/03/2024,9:00:33,LPD:DESKTOP-J5UMN0O:santika:10_0893_01_MS_7RP_AFP_tcm143-701176.pdf,"Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    15","     8",Completed,,3a8d4bfd-e4cb-11ee-8000-080037af719a
18/03/2024,8:53:58,"LPD:DESKTOP-O4618MT:Zaid:PE 2024 - Islamic Education - Ari Zaid.xlsx","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     2","     1",Completed,,5c0d4bfa-e4ca-11ee-8000-080037af719a
18/03/2024,8:48:15,"LPD:ARIF:Arif:TERM UNIT 4 - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,910d4bf7-e4c9-11ee-8000-080037af719a
18/03/2024,8:47:32,"LPD:ARIF:Arif:TERM UNIT 5 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     2","     1",Completed,,758d4bf4-e4c9-11ee-8000-080037af719a
18/03/2024,8:47:20,"LPD:ARIF:Arif:TERM UNIT 6 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     2","     1",Completed,,6f0d4bf1-e4c9-11ee-8000-080037af719a
18/03/2024,8:46:47,"LPD:ARIF:Arif:TERM UNIT 5 - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     2","     1",Completed,,5b8d4bee-e4c9-11ee-8000-080037af719a
18/03/2024,8:46:09,"LPD:ARIF:Arif:TERM UNIT 4 - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,460d4beb-e4c9-11ee-8000-080037af719a
18/03/2024,8:45:08,"LPD:DESKTOP-O4618MT:Zaid:SPM Formal Observation - Pak Zaid G9 PAI - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     2","     1",Completed,,1f8d4be8-e4c9-11ee-8000-080037af719a
18/03/2024,8:43:59,"LPD:SPM-PCN-138:Elfrida:Gr 3 Bangau - Portfolio Performing Art Semester 1 - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    13","    13",Completed,,ef0d4be5-e4c8-11ee-8000-080037af719a
18/03/2024,8:37:24,"LPD:DESKTOP-O4618MT:Zaid:Microsoft Word - Gr.6 Portfolio Assessment Islamic Studeis 2324","Center Tray","1 Pages Up:2 Sided:PCL6",Color:A4:Plain:White,"    18","     9",Completed,,e90d4be2-e4c7-11ee-8000-080037af719a
18/03/2024,8:35:59,"LPD:SPM-PCN-138:Elfrida:Gr 3 Bangau - Portfolio Performing Art Semester 1 - Google Docs","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    13","    13",Completed,,d08d4bdf-e4c7-11ee-8000-080037af719a
18/03/2024,8:27:40,"LPD:SPM-PCN-138:Elfrida:Portfolio and Assesment - ICT G3 Beo.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"    12","    12",Completed,,740d4bdc-e4c6-11ee-8000-080037af719a
18/03/2024,8:25:19,"LPD:SPM-PCN-138:Elfrida:Portfolio and Assesment - ICT G3 Beo.pdf","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,5a0d4bd9-e4c6-11ee-8000-080037af719a
18/03/2024,8:24:58,"LPD:SPM-PCN-015:utami:03 Rekon Canteen-March 2024.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     4","     4",Completed,,4e0d4bd6-e4c6-11ee-8000-080037af719a
18/03/2024,8:08:02,"LPD:DESKTOP-O4618MT:Zaid:QUIZ G10.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    16","     8",Completed,,e48d4bd3-e4c3-11ee-8000-080037af719a
18/03/2024,8:02:06,"LPD:DESKTOP-O4618MT:Zaid:quiz g3.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    48","    24",Completed,,e78d4bd0-e4c2-11ee-8000-080037af719a
18/03/2024,6:57:08,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     3","     3",Completed,,038d4bcd-e4ba-11ee-8000-080037af719a
18/03/2024,6:57:04,"LPD:DESKTOP-E6TPOVN:rangga ario:chrome-extension___mhjfbmdgcfjbbpaeojofohoefgiehjai_index.html","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     3","     3",Completed,,fd0d4bca-e4b9-11ee-8000-080037af719a
15/03/2024,15:24:54,Scanner,SMB:\\10.30.3.24\publicscan\img-315152341.pdf,PDF:JPEG,Color,"     5",,Completed,,540d4bc7-e2a5-11ee-8000-080037af719a
15/03/2024,15:20:21,"LPD:SPM-PCN-079:ratna:Untitled spreadsheet - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,d88d4bc4-e2a4-11ee-8000-080037af719a
15/03/2024,15:15:38,"LPD:COE-00193:Johana:Microsoft Word - Soal-OSN-2016_Final","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    54","    27",Completed,,f38d4bc1-e2a3-11ee-8000-080037af719a
15/03/2024,13:41:21,"LPD:DESKTOP-O4618MT:Zaid:SEMESTER 2 TEST G6.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    18","    10",Completed,,f38d4bbe-e296-11ee-8000-080037af719a
15/03/2024,13:24:13,"LPD:DESKTOP-O4618MT:Zaid:SEMESTER 2 TEST G6.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    81","    45",Completed,,520d4bbb-e294-11ee-8000-080037af719a
15/03/2024,13:09:53,"LPD:DESKTOP-O4618MT:Zaid:semester 2 test g9.docx - Google Docs","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","    24","    12",Completed,,880d4bb8-e292-11ee-8000-080037af719a
15/03/2024,12:45:31,"LPD:TIMOTHY:natasya:Microsoft Word - WORKSHEET Compass direction","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,060d4bb5-e28f-11ee-8000-080037af719a
15/03/2024,12:31:46,"LPD:TIMOTHY:natasya:Microsoft Word - WORKSHEET Angles","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     2","     2",Completed,,440d4bb2-e28d-11ee-8000-080037af719a
15/03/2024,11:48:09,"LPD:SPM-PCN-079:ratna:Form Payment Receipt 2023 for lunch teacher.xlsx - Google Sheets","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,338d4baf-e287-11ee-8000-080037af719a
15/03/2024,11:43:48,"LPD:SPM-PCN-079:ratna:Template Form Meeting Voucher SPM_Info ...versity at Jerman.xlsx","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,968d4bac-e286-11ee-8000-080037af719a
15/03/2024,11:30:10,"LPD:SPM-PCN-079:ratna:Microsoft Word - Jakarta","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,b08d4ba9-e284-11ee-8000-080037af719a
15/03/2024,11:26:35,Scanner,SMB:\\10.30.3.24\publicscan\img-315112629\img-315112629-0001.jpg,JFIF:JPEG,Color,"     1",,Completed,,318d4ba6-e284-11ee-8000-080037af719a
15/03/2024,11:26:23,Scanner,SMB:\\10.30.3.24\publicscan\img-315112618.pdf,PDF:JPEG,Color,"     1",,Completed,,2a8d4ba3-e284-11ee-8000-080037af719a
15/03/2024,11:24:08,Scanner,SMB:\\10.30.3.24\publicscan\img-315112402\img-315112402-0001.jpg,JFIF:JPEG,Color,"     1",,Completed,,d98d4ba0-e283-11ee-8000-080037af719a
15/03/2024,11:23:57,Scanner,SMB:\\10.30.3.24\publicscan\img-315112352\img-315112352-0001.jpg,JFIF:JPEG,Color,"     1",,Completed,,d38d4b9d-e283-11ee-8000-080037af719a
15/03/2024,11:20:56,"LPD:SPM-PCN-079:ratna:KARTU KELUARGA AKU.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     2","     2",Completed,,658d4b9a-e283-11ee-8000-080037af719a
15/03/2024,11:19:56,"LPD:SPM-PCN-079:ratna:WhatsApp Image 2024-03-15 at 10.47.12 AM","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,428d4b97-e283-11ee-8000-080037af719a
15/03/2024,11:19:26,"LPD:SPM-PCN-079:ratna:WhatsApp Image 2024-03-15 at 10.46.35 AM","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,300d4b94-e283-11ee-8000-080037af719a
15/03/2024,11:18:56,"LPD:SPM-PCN-079:ratna:Microsoft Word - CV ILYA NOOR (1) (1)","Center Tray","1 Pages Up:1 Sided:PCL6","Color:A4:Plain:White
Black & White:A4:Plain:White","     1
     3","     4",Completed,,1c0d4b91-e283-11ee-8000-080037af719a
15/03/2024,11:13:48,Scanner,SMB:\\10.30.3.24\publicscan\img-315111343\img-315111343-0001.jpg,JFIF:JPEG,Color,"     1",,Completed,,688d4b8e-e282-11ee-8000-080037af719a
15/03/2024,11:12:04,Scanner,SMB:\\10.30.3.24\publicscan\img-315111158\img-315111158-0001.jpg,JFIF:JPEG,Color,"     1",,Completed,,2a0d4b8b-e282-11ee-8000-080037af719a
15/03/2024,10:40:18,"LPD:COE-00233-NINA:NINA:3D Printing and Robotic Gr 11 & 12.xlsx - JHSH.pdf","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,b90d4b88-e27d-11ee-8000-080037af719a
15/03/2024,10:25:14,"LPD:DESKTOP-Q1UEA5M:utami:Microsoft Word - PROSPECTIVE STUDENT INFORMATION","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,9a0d4b85-e27b-11ee-8000-080037af719a
15/03/2024,9:52:55,"LPD:TIMOTHY:natasya:Microsoft Word - Homework - a or an","Center Tray","1 Pages Up:1 Sided:PCL6",Color:A4:Plain:White,"     1","     1",Completed,,188d4b82-e277-11ee-8000-080037af719a
15/03/2024,9:35:51,"LPD:DESKTOP-Q1UEA5M:utami:Microsoft Word - PROSPECTIVE STUDENT INFORMATION","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     2","     2",Completed,,b78d4b7f-e274-11ee-8000-080037af719a
15/03/2024,9:27:35,"LPD:SPM-PCN-138:Melda:Sumatif Asesmen 2023-2024 ( Marthalima) B.Indo Tertulis - Google","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     4","     4",Completed,,8e8d4b7c-e273-11ee-8000-080037af719a
15/03/2024,9:26:46,"LPD:SPM-PCN-138:Melda:Sumatif Asesmen 2023-2024 ( Marthalima) B.Indo Tertulis - Google","Center Tray","1 Pages Up:2 Sided:PCL6","Black & White:A4:Plain:White","     4","     2",Completed,,708d4b79-e273-11ee-8000-080037af719a
15/03/2024,9:22:32,"LPD:DESKTOP-O4618MT:Zaid:Microsoft Word - 99 asmaul husna","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","    10","    10",Completed,,d48d4b76-e272-11ee-8000-080037af719a
15/03/2024,9:07:24,"LPD:DESKTOP-E6TPOVN:rangga ario:Sort.xlsx","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     1","     1",Completed,,bf0d4b73-e270-11ee-8000-080037af719a
15/03/2024,9:03:02,"LPD:DESKTOP-Q1UEA5M:utami:Microsoft Word - PROSPECTIVE STUDENT INFORMATION","Center Tray","1 Pages Up:1 Sided:PCL6","Black & White:A4:Plain:White","     2","     2",Completed,,228d4b70-e270-11ee-8000-080037af719a
15/03/2024,8:58:14,Scanner,SMB:\\10.30.3.24\hrdscan\img-315085733.pdf,PDF:JPEG,Color,"     3",,Completed,,630d4b6d-e26f-11ee-8000-080037af719a
15/03/2024,8:56:42,Scanner,SMB:\\10.30.3.24\hrdscan\img-315085529.pdf,PDF:JPEG,Color,"     5",,Completed,,190d4b6a-e26f-11ee-8000-080037af719a
